"","Date","Region","Store","Units.Sold","Average.Retail.Price","Sales.Rep","Endcap","Demo","Demo1.3","Demo4.5","Natural","Fitness"
"307","7/6/2010","MW","Ann Arbor",295.899004,3.910769231,1,0,0,1,0,2,3
"308","7/13/2010","MW","Ann Arbor",456.4665898,4.111666667,1,0,0,1,1,2,3
"309","5/4/2010","MW","Deerfield",309.3677136,4.612222222,1,0,0,0,0,3,3
"310","5/11/2010","MW","Deerfield",350.665364,4.59,1,0,0,0,0,3,3
"311","5/18/2010","MW","Deerfield",346.5922484,3.765,1,0,0,0,0,3,3
"312","5/25/2010","MW","Deerfield",265.6510404,3.713076923,1,0,0,0,0,3,3
"313","6/1/2010","MW","Deerfield",288.2923555,4.135454545,1,0,0,0,0,3,3
"314","6/8/2010","MW","Deerfield",344.0580897,4.075714286,1,0,1,0,0,3,3
"315","6/15/2010","MW","Deerfield",308.4614136,4.075714286,1,0,0,1,0,3,3
"316","6/22/2010","MW","Deerfield",350.9047428,3.59,1,0,0,1,0,3,3
"317","6/29/2010","MW","Deerfield",333.0656462,4.056666667,1,0,0,1,0,3,3
"318","7/6/2010","MW","Deerfield",352.88013,3.373571429,1,0,0,0,1,3,3
"319","7/13/2010","MW","Deerfield",348.1213702,4.114,1,0,0,0,1,3,3
"320","5/4/2010","MW","Galleria",314.5617654,4.167777778,1,0,0,0,0,1,4
"321","5/11/2010","MW","Galleria",197.9266282,4.167777778,1,0,0,0,0,1,4
"322","5/18/2010","MW","Galleria",204.7918387,3.543846154,1,0,0,0,0,1,4
"323","5/25/2010","MW","Galleria",181.4740558,3.64,1,0,0,0,0,1,4
"324","6/1/2010","MW","Galleria",287.2427631,3.543846154,1,0,0,0,0,1,4
"325","6/8/2010","MW","Galleria",112.2914222,3.774615385,1,0,0,0,0,1,4
"326","6/15/2010","MW","Galleria",232.4018779,3.818571429,1,0,0,0,0,1,4
"327","6/22/2010","MW","Galleria",227.4403156,3.818571429,1,0,0,0,0,1,4
"328","6/29/2010","MW","Galleria",279.6623611,3.818571429,1,0,0,0,0,1,4
"329","7/6/2010","MW","Galleria",253.473038,3.373571429,1,0,0,0,0,1,4
"330","7/13/2010","MW","Galleria",231.8325686,3.373571429,1,0,0,0,0,1,4
"331","5/4/2010","MW","Gold Coast",207.1220685,4.612222222,1,0,0,0,0,1,5
"332","5/11/2010","MW","Gold Coast",191.0031173,4.612222222,1,0,0,0,0,1,5
"333","5/18/2010","MW","Gold Coast",209.2027526,4,1,0,0,0,0,1,5
"334","5/25/2010","MW","Gold Coast",334.1713447,3.834444444,1,0,0,0,0,1,5
"335","6/1/2010","MW","Gold Coast",269.5359385,3.73,1,0,0,0,0,1,5
"336","6/8/2010","MW","Gold Coast",345.8266349,4.096666667,1,0,0,0,0,1,5
"337","6/15/2010","MW","Gold Coast",232.0593602,4.075714286,1,0,0,0,0,1,5
"338","6/22/2010","MW","Gold Coast",196.2441326,4.096666667,1,0,0,0,0,1,5
"339","6/29/2010","MW","Gold Coast",269.9641056,4.075714286,1,0,0,0,0,1,5
"340","7/6/2010","MW","Gold Coast",256.6148903,3.5375,1,0,0,0,0,1,5
"341","7/13/2010","MW","Gold Coast",244.1938715,3.496363636,1,0,0,0,0,1,5
"342","5/4/2010","MW","Lake Calhoun (aka Minneapolis)",173.6115469,4.55,1,0,0,0,0,1,2
"343","5/11/2010","MW","Lake Calhoun (aka Minneapolis)",279.7689366,4.023333333,1,0,0,0,0,1,2
"344","5/18/2010","MW","Lake Calhoun (aka Minneapolis)",237.1546487,3.73,1,0,0,0,0,1,2
"345","5/25/2010","MW","Lake Calhoun (aka Minneapolis)",253.0238445,3.73,1,0,0,0,0,1,2
"346","6/1/2010","MW","Lake Calhoun (aka Minneapolis)",208.0575834,3.898333333,1,0,0,0,0,1,2
"347","6/8/2010","MW","Lake Calhoun (aka Minneapolis)",275.3953834,4.096666667,1,0,0,0,0,1,2
"348","6/15/2010","MW","Lake Calhoun (aka Minneapolis)",272.4450364,4.618571429,1,0,0,0,0,1,2
"349","6/22/2010","MW","Lake Calhoun (aka Minneapolis)",257.0564762,4.096666667,1,0,0,0,0,1,2
"350","6/29/2010","MW","Lake Calhoun (aka Minneapolis)",347.2346327,4.34,1,0,1,0,0,1,2
"351","7/6/2010","MW","Lake Calhoun (aka Minneapolis)",288.6249088,3.681333333,1,0,0,1,0,1,2
"352","7/13/2010","MW","Lake Calhoun (aka Minneapolis)",330.8590081,3.630714286,1,0,0,1,0,1,2
"353","5/4/2010","MW","Lakeview",66.38665321,4.612222222,1,0,0,0,0,2,3
"354","5/11/2010","MW","Lakeview",267.6901728,4.612222222,1,0,0,0,0,2,3
"355","5/18/2010","MW","Lakeview",191.36819,4,1,0,0,0,0,2,3
"356","5/25/2010","MW","Lakeview",285.8588516,3.956666667,1,0,0,0,0,2,3
"357","6/1/2010","MW","Lakeview",275.693844,3.671818182,1,0,0,0,0,2,3
"358","6/8/2010","MW","Lakeview",226.2260834,4.075714286,1,0,0,0,0,2,3
"359","6/15/2010","MW","Lakeview",413.4779612,3.774615385,1,0,1,0,0,2,3
"360","6/22/2010","MW","Lakeview",326.3314759,4.075714286,1,0,0,1,0,2,3
"361","6/29/2010","MW","Lakeview",460.8690318,4.475714286,1,0,1,1,0,2,3
"362","7/6/2010","MW","Lakeview",352.8779138,3.681333333,1,0,0,1,0,2,3
"363","7/13/2010","MW","Lakeview",412.9590874,3.478333333,1,0,0,1,1,2,3
"364","5/4/2010","MW","Milwaukee",248.8694567,4.167777778,1,0,0,0,0,3,3
"365","5/11/2010","MW","Milwaukee",332.2442423,4.167777778,1,0,0,0,0,3,3
"366","5/18/2010","MW","Milwaukee",309.7899002,3.765,1,0,0,0,0,3,3
"367","5/25/2010","MW","Milwaukee",201.8570328,4,1,0,0,0,0,3,3
"368","6/1/2010","MW","Milwaukee",245.5382182,3.834444444,1,0,0,0,0,3,3
"369","6/8/2010","MW","Milwaukee",210.8697621,4.167777778,1,0,0,0,0,3,3
"370","6/15/2010","MW","Milwaukee",359.9615275,4.208181818,1,0,1,0,0,3,3
"371","6/22/2010","MW","Milwaukee",263.1659601,4.535454545,1,0,0,1,0,3,3
"372","6/29/2010","MW","Milwaukee",370.3729795,4.356666667,1,0,0,1,0,3,3
"373","7/6/2010","MW","Milwaukee",242.7698314,3.884545455,1,0,0,1,0,3,3
"374","7/13/2010","MW","Milwaukee",375.2480812,3.884545455,1,0,0,0,1,3,3
"375","5/4/2010","MW","New Lincoln Park (aka Lincoln Park)",157.7269936,4.55,1,0,0,0,0,2,5
"376","5/11/2010","MW","New Lincoln Park (aka Lincoln Park)",301.3081808,4.862727273,1,0,0,0,0,2,5
"377","5/18/2010","MW","New Lincoln Park (aka Lincoln Park)",238.5930647,4.135454545,1,0,0,0,0,2,5
"378","5/25/2010","MW","New Lincoln Park (aka Lincoln Park)",315.894206,4.135454545,1,0,0,0,0,2,5
"379","6/1/2010","MW","New Lincoln Park (aka Lincoln Park)",220.0981472,4.135454545,1,0,0,0,0,2,5
"380","6/8/2010","MW","New Lincoln Park (aka Lincoln Park)",368.0769799,4.34,1,0,1,0,0,2,5
"381","6/15/2010","MW","New Lincoln Park (aka Lincoln Park)",325.7257559,4.096666667,1,0,0,1,0,2,5
"382","6/22/2010","MW","New Lincoln Park (aka Lincoln Park)",379.6878697,4.12,1,0,1,1,0,2,5
"383","6/29/2010","MW","New Lincoln Park (aka Lincoln Park)",348.6569991,4.089375,1,0,0,1,0,2,5
"384","7/6/2010","MW","New Lincoln Park (aka Lincoln Park)",416.2537313,3.950625,1,0,0,1,1,2,5
"385","7/13/2010","MW","New Lincoln Park (aka Lincoln Park)",471.9848441,3.950625,1,0,0,1,1,2,5
"386","5/4/2010","MW","Northbrook",359.431464,3.5,1,0,0,0,0,2,3
"387","5/11/2010","MW","Northbrook",261.9962331,3.5,1,0,0,0,0,2,3
"388","5/18/2010","MW","Northbrook",246.996688,3.507692308,1,0,0,0,0,2,3
"389","5/25/2010","MW","Northbrook",232.1333579,3.492666667,1,0,0,0,0,2,3
"390","6/1/2010","MW","Northbrook",284.2294997,3.65,1,0,0,0,0,2,3
"391","6/8/2010","MW","Northbrook",329.2498807,2.944,1,0,1,0,0,2,3
"392","6/15/2010","MW","Northbrook",373.44485,2.899333333,1,0,0,1,0,2,3
"393","6/22/2010","MW","Northbrook",335.2649219,3.39125,1,0,0,1,0,2,3
"394","6/29/2010","MW","Northbrook",408.4351762,3.084666667,1,0,0,1,0,2,3
"395","7/6/2010","MW","Northbrook",341.31526,3.685625,1,0,0,0,1,2,3
"396","7/13/2010","MW","Northbrook",324.4757675,3.362666667,1,0,0,0,1,2,3
"397","5/4/2010","MW","Palatine",226.8354053,4.19,1,0,0,0,0,1,5
"398","5/11/2010","MW","Palatine",319.3715968,4.167777778,1,0,0,0,0,1,5
"399","5/18/2010","MW","Palatine",279.9385105,3.765,1,0,0,0,0,1,5
"400","5/25/2010","MW","Palatine",197.5070689,3.765,1,0,0,0,0,1,5
"401","6/1/2010","MW","Palatine",280.706848,3.69,1,0,0,0,0,1,5
"402","6/8/2010","MW","Palatine",220.5139276,3.805384615,1,0,0,0,0,1,5
"403","6/15/2010","MW","Palatine",270.4909181,4.075714286,1,0,0,0,0,1,5
"404","6/22/2010","MW","Palatine",350.2439807,3.818571429,1,0,1,0,0,1,5
"405","6/29/2010","MW","Palatine",320.6792159,4.218571429,1,0,0,1,0,1,5
"406","7/6/2010","MW","Palatine",270.8775494,3.737857143,1,0,0,1,0,1,5
"407","7/13/2010","MW","Palatine",373.011998,3.441538462,1,0,0,1,0,1,5
"408","5/4/2010","MW","Regency (aka Omaha)",180.4948971,3.83,1,0,0,0,0,3,5
"409","5/11/2010","MW","Regency (aka Omaha)",224.6308316,3.774615385,1,0,0,0,0,3,5
"410","5/18/2010","MW","Regency (aka Omaha)",213.2358428,3.604285714,1,0,0,0,0,3,5
"411","5/25/2010","MW","Regency (aka Omaha)",184.0285165,3.543846154,1,0,0,0,0,3,5
"412","6/1/2010","MW","Regency (aka Omaha)",264.3346497,3.64,1,0,0,0,0,3,5
"413","6/8/2010","MW","Regency (aka Omaha)",239.648476,3.844545455,1,0,0,0,0,3,5
"414","6/15/2010","MW","Regency (aka Omaha)",334.0207945,3.79,1,0,0,0,0,3,5
"415","6/22/2010","MW","Regency (aka Omaha)",203.4829899,3.774615385,1,0,0,0,0,3,5
"416","6/29/2010","MW","Regency (aka Omaha)",243.9585826,3.723333333,1,0,0,0,0,3,5
"417","7/6/2010","MW","Regency (aka Omaha)",277.351576,3.295384615,1,0,0,0,0,3,5
"418","7/13/2010","MW","Regency (aka Omaha)",337.1564104,3.295384615,1,0,0,0,0,3,5
"419","5/4/2010","MW","Sauganash",287.9109581,4.19,1,0,0,0,0,0,4
"420","5/11/2010","MW","Sauganash",283.361797,4.167777778,1,0,0,0,0,0,4
"421","5/18/2010","MW","Sauganash",240.7845275,3.543846154,1,0,0,0,0,0,4
"422","5/25/2010","MW","Sauganash",190.7885673,3.73,1,0,0,0,0,0,4
"423","6/1/2010","MW","Sauganash",182.6799882,3.825714286,1,0,0,0,0,0,4
"424","6/8/2010","MW","Sauganash",295.7677481,3.928461538,1,0,0,0,0,0,4
"425","6/15/2010","MW","Sauganash",227.786707,3.74,1,0,0,0,0,0,4
"426","6/22/2010","MW","Sauganash",180.2632308,3.74,1,0,0,0,0,0,4
"427","6/29/2010","MW","Sauganash",171.3150902,3.643571429,1,0,0,0,0,0,4
"428","7/6/2010","MW","Sauganash",305.1955836,3.518,1,0,0,0,0,0,4
"429","7/13/2010","MW","Sauganash",260.9132819,3.781666667,1,0,0,0,0,0,4
"430","5/4/2010","MW","South Loop",194.9929411,4.167777778,1,0,0,0,0,0,2
"431","5/11/2010","MW","South Loop",272.0047931,4.55,1,0,0,0,0,0,2
"432","5/18/2010","MW","South Loop",287.8090174,3.628461538,1,0,0,0,0,0,2
"433","5/25/2010","MW","South Loop",249.9136427,3.761428571,1,0,0,0,0,0,2
"434","6/1/2010","MW","South Loop",331.067552,3.682857143,1,0,0,0,0,0,2
"435","6/8/2010","MW","South Loop",294.7779806,4.096666667,1,0,0,0,0,0,2
"436","6/15/2010","MW","South Loop",428.2595047,4.096666667,1,0,0,0,0,0,2
"437","6/22/2010","MW","South Loop",303.9449544,4.336666667,1,0,1,0,0,0,2
"438","6/29/2010","MW","South Loop",422.672581,3.391875,1,0,1,1,0,0,2
"439","7/6/2010","MW","South Loop",305.5310704,3.578125,1,0,0,1,0,0,2
"440","7/13/2010","MW","South Loop",363.0629729,2.947857143,1,0,0,1,0,0,2
"441","5/4/2010","MW","West Bloomfield",232.2630467,4.167777778,1,0,0,0,0,1,4
"442","5/11/2010","MW","West Bloomfield",221.1520091,4.167777778,1,0,0,0,0,1,4
"443","5/18/2010","MW","West Bloomfield",283.4739523,4,1,0,0,0,0,1,4
"444","5/25/2010","MW","West Bloomfield",238.0848204,3.834444444,1,0,0,0,0,1,4
"445","6/1/2010","MW","West Bloomfield",252.7325794,4,1,0,0,0,0,1,4
"446","6/8/2010","MW","West Bloomfield",299.9031771,4.55,1,0,0,0,0,1,4
"447","6/15/2010","MW","West Bloomfield",289.2226541,4.55,1,0,0,0,0,1,4
"448","6/22/2010","MW","West Bloomfield",400.7400638,4.55,1,0,1,0,0,1,4
"449","6/29/2010","MW","West Bloomfield",311.8145903,3.723333333,1,0,0,1,0,1,4
"450","7/6/2010","MW","West Bloomfield",338.5750692,3.572307692,1,0,0,1,0,1,4
"451","7/13/2010","MW","West Bloomfield",214.4619394,3.572307692,1,0,0,1,0,1,4
"452","5/4/2010","MW","Wheaton",268.6074584,4.612222222,1,0,0,0,0,2,4
"453","5/11/2010","MW","Wheaton",341.0081677,4.612222222,1,0,0,0,0,2,4
"454","5/18/2010","MW","Wheaton",175.1903385,4.067777778,1,0,0,0,0,2,4
"455","5/25/2010","MW","Wheaton",219.9378745,4.067777778,1,0,0,0,0,2,4
"456","6/1/2010","MW","Wheaton",306.6841734,3.705384615,1,0,0,0,0,2,4
"457","6/8/2010","MW","Wheaton",215.1143345,4.104285714,1,0,0,0,0,2,4
"458","6/15/2010","MW","Wheaton",196.4488061,4.39,1,0,1,0,0,2,4
"459","6/22/2010","MW","Wheaton",366.058959,4.082307692,1,0,0,1,0,2,4
"460","6/29/2010","MW","Wheaton",260.0766947,4.056666667,1,0,0,1,0,2,4
"461","7/6/2010","MW","Wheaton",345.8488511,3.633846154,1,0,0,1,0,2,4
"462","7/13/2010","MW","Wheaton",346.951214,3.659285714,1,0,0,0,1,2,4
"463","5/4/2010","MW","Willowbrook",236.5171095,4.55,1,0,0,0,0,3,3
"464","5/11/2010","MW","Willowbrook",200.7607148,4.096666667,1,0,0,0,0,3,3
"465","5/18/2010","MW","Willowbrook",255.7022347,3.936666667,1,0,0,0,0,3,3
"466","5/25/2010","MW","Willowbrook",269.4729273,3.84,1,0,0,0,0,3,3
"467","6/1/2010","MW","Willowbrook",199.047574,3.73,1,0,0,0,0,3,3
"468","6/8/2010","MW","Willowbrook",239.1317759,4.34,1,0,0,0,0,3,3
"469","6/15/2010","MW","Willowbrook",257.5351123,4.096666667,1,0,0,0,0,3,3
"470","6/22/2010","MW","Willowbrook",467.4735268,4.096666667,1,0,1,0,0,3,3
"471","6/29/2010","MW","Willowbrook",487.9991175,4.34,1,0,1,1,0,3,3
"472","7/6/2010","MW","Willowbrook",296.3423869,3.681333333,1,0,0,1,0,3,3
"473","7/13/2010","MW","Willowbrook",329.3500075,3.950625,1,0,0,1,0,3,3
"474","5/4/2010",NA,"Bedford",185.9306779,4.204285714,0,0,0,0,0,2,5
"475","5/11/2010",NA,"Bedford",139.7813822,4.204285714,0,0,0,0,0,2,5
"476","5/18/2010",NA,"Bedford",148.0362942,3.756666667,0,0,0,0,0,2,5
"477","5/25/2010",NA,"Bedford",188.0533277,3.861428571,0,0,0,0,0,2,5
"478","6/1/2010",NA,"Bedford",186.2405458,3.861428571,0,0,0,0,0,2,5
"479","6/8/2010",NA,"Bedford",167.5095676,4.204285714,0,0,0,0,0,2,5
"480","6/15/2010",NA,"Bedford",106.2521544,4.156666667,0,0,0,0,0,2,5
"481","6/22/2010",NA,"Bedford",167.9447919,4.115,0,0,0,0,0,2,5
"482","6/29/2010",NA,"Bedford",87.51636753,4.204285714,0,0,0,0,0,2,5
"483","7/6/2010",NA,"Bedford",171.452855,3.78,0,0,0,0,0,2,5
"484","7/13/2010",NA,"Bedford",116.2553818,3.273333333,0,0,0,0,0,2,5
"485","5/4/2010",NA,"Bellingham",156.1849871,4.204285714,0,0,0,0,0,2,0
"486","5/11/2010",NA,"Bellingham",208.035439,4.118571429,0,0,0,0,0,2,0
"487","5/18/2010",NA,"Bellingham",165.1392013,3.861428571,0,0,0,0,0,2,0
"488","5/25/2010",NA,"Bellingham",165.8679142,3.861428571,0,0,0,0,0,2,0
"489","6/1/2010",NA,"Bellingham",134.3364437,3.756666667,0,0,0,0,0,2,0
"490","6/8/2010",NA,"Bellingham",187.0789506,4.204285714,0,0,0,0,0,2,0
"491","6/15/2010",NA,"Bellingham",230.6140386,4.204285714,0,0,0,0,0,2,0
"492","6/22/2010",NA,"Bellingham",150.4542715,4.204285714,0,0,0,0,0,2,0
"493","6/29/2010",NA,"Bellingham",303.2910288,3.823333333,0,0,0,0,0,2,0
"494","7/6/2010",NA,"Bellingham",256.1814473,3.096,0,0,0,0,0,2,0
"495","7/13/2010",NA,"Bellingham",241.4529425,3.096,0,0,0,0,0,2,0
"496","5/4/2010",NA,"Cranston (aka Garden City Center)",170.8696533,4.204285714,0,0,0,0,0,1,1
"497","5/11/2010",NA,"Cranston (aka Garden City Center)",181.3218607,4.144285714,0,0,0,0,0,1,1
"498","5/18/2010",NA,"Cranston (aka Garden City Center)",207.6291338,3.861428571,0,0,0,0,0,1,1
"499","5/25/2010",NA,"Cranston (aka Garden City Center)",275.8314062,3.861428571,0,0,0,0,0,1,1
"500","6/1/2010",NA,"Cranston (aka Garden City Center)",265.6991123,3.861428571,0,0,0,0,0,1,1
"501","6/8/2010",NA,"Cranston (aka Garden City Center)",175.7799479,4.204285714,0,0,0,0,0,1,1
"502","6/15/2010",NA,"Cranston (aka Garden City Center)",259.8576441,4.204285714,0,0,0,0,0,1,1
"503","6/22/2010",NA,"Cranston (aka Garden City Center)",178.2175821,4.204285714,0,0,0,0,0,1,1
"504","6/29/2010",NA,"Cranston (aka Garden City Center)",257.449039,4.204285714,0,0,0,0,0,1,1
"505","7/6/2010",NA,"Cranston (aka Garden City Center)",157.4243482,3.78,0,0,0,0,0,1,1
"506","7/13/2010",NA,"Cranston (aka Garden City Center)",217.6758603,3.424285714,0,0,0,0,0,1,1
"507","5/4/2010",NA,"Framingham",111.1561437,4.204285714,0,0,0,0,0,2,1
"508","5/11/2010",NA,"Framingham",193.7750912,4.204285714,0,0,0,0,0,2,1
"509","5/18/2010",NA,"Framingham",119.1108885,3.861428571,0,0,0,0,0,2,1
"510","5/25/2010",NA,"Framingham",260.3114672,3.861428571,0,0,0,0,0,2,1
"511","6/1/2010",NA,"Framingham",227.5991752,3.861428571,0,0,0,0,0,1,1
"512","6/8/2010",NA,"Framingham",161.8930847,4.204285714,0,0,0,0,0,1,1
"513","6/15/2010",NA,"Framingham",141.3785952,4.204285714,0,0,0,0,0,1,1
"514","6/22/2010",NA,"Framingham",231.1243859,4.204285714,0,0,0,0,0,1,1
"515","6/29/2010",NA,"Framingham",198.1649002,4.204285714,0,0,0,0,0,1,1
"516","7/6/2010",NA,"Framingham",279.1094481,3.78,0,0,0,0,0,1,1
"517","7/13/2010",NA,"Framingham",147.9761937,3.78,0,0,0,0,0,1,1
"518","5/4/2010",NA,"Fresh Pond",183.6513907,4.6275,0,0,0,0,0,1,1
"519","5/11/2010",NA,"Fresh Pond",197.10067,4.204285714,0,0,0,0,0,1,1
"520","5/18/2010",NA,"Fresh Pond",199.9051587,3.861428571,0,0,0,0,0,1,1
"521","5/25/2010",NA,"Fresh Pond",196.1891639,4.065,0,0,0,0,0,1,1
"522","6/1/2010",NA,"Fresh Pond",153.5589827,3.861428571,0,0,0,0,0,1,1
"523","6/8/2010",NA,"Fresh Pond",175.4353112,4.204285714,0,0,0,0,0,1,1
"524","6/15/2010",NA,"Fresh Pond",176.7447153,4.6275,0,0,0,0,0,1,1
"525","6/22/2010",NA,"Fresh Pond",137.5087947,4.204285714,0,0,0,0,0,1,1
"526","6/29/2010",NA,"Fresh Pond",165.4523425,4.044545455,0,0,0,0,0,1,1
"527","7/6/2010",NA,"Fresh Pond",219.3253684,3.504545455,0,0,0,0,0,1,1
"528","7/13/2010",NA,"Fresh Pond",162.0673839,3.504545455,0,0,0,0,0,1,1
"529","5/4/2010",NA,"Hadley",104.755669,4.647142857,0,0,0,0,0,0,3
"530","5/11/2010",NA,"Hadley",202.0835539,4.6275,0,0,0,0,0,0,3
"531","5/18/2010",NA,"Hadley",142.1217633,4.004285714,0,0,0,0,0,0,3
"532","5/25/2010",NA,"Hadley",223.0537913,3.861428571,0,0,0,0,0,0,3
"533","6/1/2010",NA,"Hadley",256.4298729,3.861428571,0,0,0,0,0,0,3
"534","6/8/2010",NA,"Hadley",168.2019092,4.6275,0,0,0,0,0,0,3
"535","6/15/2010",NA,"Hadley",100.6654191,4.84,0,0,0,0,0,0,3
"536","6/22/2010",NA,"Hadley",230.2475061,4.6275,0,0,0,0,0,0,3
"537","6/29/2010",NA,"Hadley",122.3845322,4.6275,0,0,0,0,0,0,3
"538","7/6/2010",NA,"Hadley",175.4572275,4.25625,0,0,0,0,0,0,3
"539","7/13/2010",NA,"Hadley",105.880894,3.95,0,0,0,0,0,0,3
"540","5/4/2010",NA,"Hingham",169.3304378,4.6275,0,0,0,0,0,1,0
"541","5/11/2010",NA,"Hingham",120.3028488,4.204285714,0,0,0,0,0,1,0
"542","5/18/2010",NA,"Hingham",152.0728565,4.065,0,0,0,0,0,1,0
"543","5/25/2010",NA,"Hingham",184.5794393,4.461428571,0,0,0,0,0,1,0
"544","6/1/2010",NA,"Hingham",154.5668691,3.861428571,0,0,0,0,0,1,0
"545","6/8/2010",NA,"Hingham",70.22582508,4.6275,0,0,0,0,0,1,0
"546","6/15/2010",NA,"Hingham",149.1697028,4.6275,0,0,0,0,0,1,0
"547","6/22/2010",NA,"Hingham",224.324099,4.204285714,0,0,0,0,0,1,0
"548","6/29/2010",NA,"Hingham",215.3885469,4.6275,0,0,0,0,0,1,0
"549","7/6/2010",NA,"Hingham",169.5065454,3.745,0,0,0,0,0,1,0
"550","7/13/2010",NA,"Hingham",210.3621823,3.504545455,0,0,0,0,0,1,0
"551","5/4/2010",NA,"Newtonville",221.5681227,4.24,0,0,0,0,0,2,4
"552","5/11/2010",NA,"Newtonville",202.8326948,4.24,0,0,0,0,0,2,4
"553","5/18/2010",NA,"Newtonville",208.2541555,4.065,0,0,0,0,0,2,4
"554","5/25/2010",NA,"Newtonville",129.6186183,3.861428571,0,0,0,0,0,2,4
"555","6/1/2010",NA,"Newtonville",145.5555471,4.065,0,0,0,0,0,2,4
"556","6/8/2010",NA,"Newtonville",206.0582471,4.718571429,0,0,0,0,0,2,4
"557","6/15/2010",NA,"Newtonville",164.598749,4.84,0,0,0,0,0,2,4
"558","6/22/2010",NA,"Newtonville",181.200279,4.718571429,0,0,0,0,0,2,4
"559","6/29/2010",NA,"Newtonville",231.4390862,4.718571429,0,0,0,0,0,2,4
"560","7/6/2010",NA,"Newtonville",47.5598519,4.294285714,0,0,0,0,0,2,4
"561","7/13/2010",NA,"Newtonville",222.8121895,3.424285714,0,0,0,0,0,2,4
"562","5/4/2010",NA,"Portland ME (aka Portland)",148.3953535,4.6275,0,0,0,0,0,0,4
"563","5/11/2010",NA,"Portland ME (aka Portland)",182.4250787,4.6275,0,0,0,0,0,0,4
"564","5/18/2010",NA,"Portland ME (aka Portland)",178.3649987,4.065,0,0,0,0,0,0,4
"565","5/25/2010",NA,"Portland ME (aka Portland)",172.8160107,4.065,0,0,0,0,0,0,4
"566","6/1/2010",NA,"Portland ME (aka Portland)",306.8505431,4.065,0,0,0,0,0,0,4
"567","6/8/2010",NA,"Portland ME (aka Portland)",172.1913745,4.6275,0,0,0,0,0,0,4
"568","6/15/2010",NA,"Portland ME (aka Portland)",198.3756922,4.6275,0,0,0,0,0,0,4
"569","6/22/2010",NA,"Portland ME (aka Portland)",142.5206742,4.6275,0,0,0,0,0,0,4
"570","6/29/2010",NA,"Portland ME (aka Portland)",192.3503173,4.6275,0,0,0,0,0,0,4
"571","7/6/2010",NA,"Portland ME (aka Portland)",241.5538956,4.25625,0,0,0,0,0,0,4
"572","7/13/2010",NA,"Portland ME (aka Portland)",292.1555421,3.78,0,0,0,0,0,0,4
"573","5/4/2010",NA,"River Street",162.8543883,4.161428571,0,0,0,0,0,1,1
"574","5/11/2010",NA,"River Street",215.700147,4.117142857,0,0,0,0,0,1,1
"575","5/18/2010",NA,"River Street",241.1793054,3.818571429,0,0,0,0,0,1,1
"576","5/25/2010",NA,"River Street",127.6997216,3.818571429,0,0,0,0,0,1,1
"577","6/1/2010",NA,"River Street",101.5698363,3.818571429,0,0,0,0,0,1,1
"578","6/8/2010",NA,"River Street",176.670405,4.161428571,0,0,0,0,0,1,1
"579","6/15/2010",NA,"River Street",198.1470066,4.161428571,0,0,0,0,0,1,1
"580","6/22/2010",NA,"River Street",197.2117415,4.161428571,0,0,0,0,0,1,1
"581","6/29/2010",NA,"River Street",119.2911032,4.161428571,0,0,0,0,0,1,1
"582","7/6/2010",NA,"River Street",265.3694055,3.78,0,0,0,0,0,1,1
"583","7/13/2010",NA,"River Street",125.211047,3.78,0,0,0,0,0,1,1
"584","5/4/2010",NA,"University",190.0082351,4.204285714,0,0,0,0,0,2,2
"585","5/11/2010",NA,"University",222.0437792,4.15,0,0,0,0,0,2,2
"586","5/18/2010",NA,"University",157.4261609,4.065,0,0,0,0,0,2,2
"587","5/25/2010",NA,"University",170.9765691,4.004285714,0,0,0,0,0,2,2
"588","6/1/2010",NA,"University",167.8994854,4.065,0,0,0,0,0,2,2
"589","6/8/2010",NA,"University",117.6286651,4.6275,0,0,0,0,0,2,2
"590","6/15/2010",NA,"University",264.0047797,4.204285714,0,0,0,0,0,2,2
"591","6/22/2010",NA,"University",166.3786611,4.6275,0,0,0,0,0,2,2
"592","6/29/2010",NA,"University",187.3292695,4.156666667,0,0,0,0,0,2,2
"593","7/6/2010",NA,"University",300.7280057,3.78,0,0,0,0,0,2,2
"594","7/13/2010",NA,"University",156.652164,3.61875,0,0,0,0,0,2,2
"595","5/4/2010",NA,"West Hartford",176.3136064,4.718571429,0,0,0,0,0,2,3
"596","5/11/2010",NA,"West Hartford",124.6605127,4.718571429,0,0,0,0,0,2,3
"597","5/18/2010",NA,"West Hartford",193.1350704,4.065,0,0,0,0,0,2,3
"598","5/25/2010",NA,"West Hartford",207.478136,4.161428571,0,0,0,0,0,2,3
"599","6/1/2010",NA,"West Hartford",149.3033252,4.161428571,0,0,0,0,0,2,3
"600","6/8/2010",NA,"West Hartford",131.2095114,4.718571429,0,0,0,0,0,2,3
"601","6/15/2010",NA,"West Hartford",252.6988668,4.718571429,0,0,0,0,0,2,3
"602","6/22/2010",NA,"West Hartford",150.1741078,4.718571429,0,0,0,0,0,2,3
"603","6/29/2010",NA,"West Hartford",222.3857929,4.718571429,0,0,0,0,0,2,3
"604","7/6/2010",NA,"West Hartford",128.8705459,4.345,0,0,0,0,0,2,3
"605","7/13/2010",NA,"West Hartford",192.9859903,3.722857143,0,0,0,0,0,2,3
"606","5/4/2010",NA,"Woburn",228.2302144,4.204285714,0,0,0,0,0,3,3
"607","5/11/2010",NA,"Woburn",242.1011037,4.19,0,0,0,0,0,3,3
